text,label
xaxpxxx0x2x4x4x4 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,81
xaxpxxx0x2x4x4x3 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,82
personnel training staff selection commission ssc notice policy schedule exam policy agerr vacancycaste name applicant arvind jadhav registration x0x0x5x2x2x name exam combined higher secondary 102 level examination year exam 2022 roll provided respected sir refernce ssc exam2022 studying since last 45 year still dont get success request sir last 2 year covid lockdown 2019 2020 lost 2 year didnt exam thats current age 33 year boudary line age barr request please increase age limit chsl 2022 35 year give covid year relaxation two yearsthere much pressure family expectation study get govt job plaease please request please increase age limit chsl 2022 exam form application upto 35 year give relaxation covid 19 lockdown period cross limit age applyong form last chance many whose age limit cross covid 19 get govt job thank please last date form fill uo 4 january 2023 eagerly waiting reply please consider request,83
xaxpxxx0x2x4x4x2 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,84
xaxpxxx0x2x4x4x1 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,85
financial service banking division creditdebitatm card related delaynonreversal failed transaction bank union bank india branch name bank branch rajajipuram 2union bank india lucknow uttar pradesh account number x4x8x2x1x0x0x3x date transaction 31122022 place transaction rajajipuram block lucknow uttar pradesh visited union bank india rajajipuram block atm 311222 inserted debit card atm machine receiving 1000000 r failed receive money monitor showing quotyour transaction processedquot money received mobile message received quotyour sb ac 430 debited r 10000 x1x1xx0x2x1x2302 atmquot transaction id description x0x3x2x7x0x3x7x9x0x0x0x0x3x6x4x8x2x1x0 pl look matter early possible thanking,86
xaxpxxx0x2x4x4x0 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,87
financial service banking division government sponsored scheme related prime minister rojgar yojana bank state bank india branch name bank branch palasaguda date application 01012023 state bank india à¬¬à¬·à­Ÿ pmegp à¬‹à¬£ à¬ªà¬°à¬¦à¬¨ à¬•à¬°à¬¬ à¬ªà¬‡ à¬¬à¬°à¬®à¬¬à¬° à¬¸à¬®à¬¸à¬¤ à¬ªà¬°à¬•à¬° à¬•à¬—à¬œ à¬ªà¬¤à¬° à¬¦à¬–à¬² à¬•à¬² à¬ªà¬° à¬¬ à¬¸à¬¦à¬§ palasaguda à¬¬à­Ÿà¬™à¬• à¬° pmegp à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬¬ à¬ªà¬‡ à¬¬à¬°à¬· à¬¬à¬°à¬· à¬§à¬° à¬†à¬¶à¬¬à¬¸à¬¨ à¬¦à¬‡ à¬šà¬²à¬›à¬¨à¬¤ à¬¹à¬² à¬¬à­Ÿà¬ªà¬• à¬•à¬·à­Ÿ à¬•à¬·à¬¤ à¬¹à¬‡ à¬¥à¬¬à¬° à¬•à¬·à­Ÿ à¬•à¬·à¬¤ à¬ªà¬°à¬£ à¬•à¬ à¬­à¬°à¬£ à¬ªà¬·à¬£ à¬•à¬°à¬¬ à¬¨à¬¬à¬¦à­Ÿ à¬à¬¹à¬• à¬® à¬®à¬¨à¬¨ à¬­à¬‡ à¬ª à¬²à¬²à¬š à¬­à¬‡ à¬¸à¬¥à¬ª à¬¦à¬®à¬®à¬£à¬¡ à¬¥à¬®à¬¨à¬®à¬£à¬¡ à¬œ à¬¬à¬¦à¬§ à¬¨à¬®à¬¨à¬®à¬¤ à¬œà¬£à¬…à¬‰à¬› à¬—à¬¤ 2016 à¬®à¬¸à¬¹ à¬ à¬° 2022 à¬° à¬®à¬¤ à¬‰à¬ªà¬°à¬•à¬¤ à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬‡ sbi palasaguda à¬¶à¬–à¬• à¬¬à¬°à¬®à¬¬à¬° à¬¸à¬®à¬¸à¬¤ à¬ªà¬°à¬•à¬° à¬•à¬—à¬œ à¬ªà¬¤à¬° à¬¦à¬–à¬² à¬•à¬² à¬ªà¬° à¬¸à¬¦à¬§ à¬¸à¬°à¬•à¬° pmegp à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬¬ à¬ªà¬‡ à¬¬à¬°à¬· à¬¬à¬°à¬· à¬§à¬° à¬…à¬ªà¬•à¬· à¬•à¬°à¬¬à¬• à¬ªà¬¡à¬¥à¬¬à¬° à¬¹à¬‡ à¬¥à¬¬ à¬•à¬·à¬¤ à¬ªà¬°à¬£ à¬•à¬ à¬­à¬°à¬£ à¬ªà¬·à¬£ à¬•à¬°à¬¬ à¬® à¬¬à­Ÿà¬¬à¬¸à­Ÿ à¬ªà¬°à¬¤à¬·à¬ à¬¨ à¬ªà¬‡ à¬¸à¬°à¬•à¬°à¬™à¬• à¬¤à¬°à¬«à¬° à¬¯à¬œà¬¨ à¬†à¬°à¬®à¬­ à¬¹à¬‡ à¬¥à¬¬ pmegp à¬‹à¬£ à¬†à¬¬à¬¦à¬¨ à¬•à¬² à¬¹ à¬¬à¬°à¬· à¬¬à¬°à¬· à¬§à¬° à¬†à¬¶à¬¬à¬¸à¬¨ à¬¦à¬‡ à¬šà¬²à¬›à¬¨à¬¤ à¬¹à¬² 2016 à¬®à¬¸à¬¹ à¬ à¬° 2022 à¬®à¬¸à¬¹ à¬ªà¬¯à­Ÿà¬¨à¬¤ à¬…à¬¨à­Ÿ à¬²à¬•à¬™à¬• à¬‹à¬£ à¬®à¬žà¬œà¬° à¬•à¬°à¬¥à¬¬à¬° à¬®à¬° à¬‹à¬£ à¬®à¬žà¬œà¬° à¬•à¬°à¬¬ à¬ªà¬‡ à¬­à¬¡ à¬²à¬—à¬› à¬¸à¬¤ à¬¯à¬®à¬¤ à¬§à¬¨ à¬¬à¬•à¬° à¬•à¬° à¬¸à¬°à¬•à¬° à¬‹à¬£ à¬ªà¬°à¬¦à¬¨ à¬•à¬°à¬›à¬¨à¬¤ à¬® à¬¬à­Ÿà¬¬à¬¸à­Ÿ à¬ªà¬°à¬¤à¬·à¬ à¬¨ à¬•à¬°à¬¬ à¬ªà¬‡ à¬¬à¬°à¬®à¬¬à¬° à¬¸à¬®à¬¸à¬¤ à¬ªà¬°à¬•à¬° à¬•à¬—à¬œ à¬ªà¬¤à¬° à¬° à¬Ÿà¬™à¬• à¬–à¬°à¬šà¬š à¬¹à¬‡à¬…à¬› à¬¶ à¬Ÿà¬™à¬• à¬¦à¬¬ à¬•à¬ à¬¸à¬®à¬¸à¬¤ à¬ªà¬°à¬•à¬° à¬•à¬—à¬œ à¬ªà¬¤à¬° à¬° à¬–à¬°à¬šà¬š à¬¹à¬‡ à¬¥à¬¬ à¬•à¬·à¬¤ à¬Ÿà¬™à¬• à¬•à¬ à¬­à¬°à¬£ à¬ªà¬·à¬£ à¬•à¬°à¬¬ à¬¸à¬°à¬•à¬° à¬«à¬°à¬¸à¬¤ à¬•à¬°à¬¬ à¬¨ à¬¸à¬°à¬•à¬° à¬…à¬«à¬¸à¬° à¬®à¬¨ à¬«à¬°à¬¸à¬¤ à¬•à¬°à¬¬ à¬ à¬¬à¬·à­Ÿà¬° à¬¨à¬°à¬¦à¬¦à¬¶ à¬¦à¬† à¬¯à¬‰ à¬® 27012022 à¬° à¬¸à¬®à¬¸à¬¤ à¬ªà¬°à¬•à¬° à¬•à¬—à¬œ à¬ªà¬¤à¬° à¬¦à¬–à¬² à¬•à¬°à¬¥à¬² à¬¸à¬¦à¬§ à¬šà¬° à¬®à¬¸ à¬¬à¬¤à¬¯à¬‡à¬¥à¬² à¬¸à¬¦à¬§ à¬•à¬£à¬¸ à¬•à¬°à¬¯à­Ÿà¬¨à¬·à¬ à¬¨ à¬—à¬°à¬¹à¬£ à¬•à¬°à¬¯à¬‰à¬¨à¬¹ à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬¬ à¬ªà¬‡ à¬«à¬²à¬¡ à¬…à¬«à¬¸à¬°à¬™à¬• à¬ªà¬šà¬°à¬¬à¬° à¬«à¬²à¬¡ à¬…à¬«à¬¸à¬° à¬•à¬¹à¬² à¬® à¬¸à¬®à¬¸à¬¤ à¬ªà¬°à¬•à¬° à¬•à¬—à¬œ à¬ªà¬¤à¬° à¬¬à¬¦à¬§ à¬œà¬²à¬²à¬° à¬·à¬Ÿà¬Ÿ à¬¬à­Ÿà¬™à¬•à¬° racc à¬• à¬ªà¬ à¬‡à¬› à¬¬à¬² à¬•à¬¹à¬›à¬¨à¬¤ à¬¹à¬² à¬šà¬° à¬®à¬¸ à¬¬à¬¤à¬¯à¬‡à¬¥à¬² à¬¸à¬¦à¬§ à¬•à¬£à¬¸ à¬‰à¬¤à¬¤à¬° à¬†à¬¸ à¬¨à¬¹ à¬†à¬‰ à¬•à¬¤ à¬¬à¬°à¬· à¬—à¬² à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬‡ à¬ªà¬°à¬¬ à¬¸à¬° à¬…à¬¨à­Ÿ à¬²à¬•à¬™à¬• à¬–à¬¬ à¬¶à¬˜à¬° à¬‹à¬£ à¬®à¬žà¬œà¬° à¬•à¬°à¬›à¬¨à¬¤ à¬¹à¬² à¬®à¬° à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬¬ à¬ªà¬‡ à¬¬à¬°à¬· à¬¬à¬°à¬· à¬²à¬—à¬› à¬¸à¬°à¬•à¬° à¬¬à¬°à¬· à¬¬à¬°à¬· à¬§à¬° à¬‹à¬£ à¬®à¬žà¬œà¬° à¬•à¬°à¬¬ à¬ªà¬‡ pmegp à¬‹à¬£ à¬¯à¬œà¬¨ à¬†à¬°à¬®à¬­ à¬•à¬°à¬›à¬¨à¬¤ à¬• à¬¸à¬° à¬® à¬¬à­Ÿà¬¬à¬¸à­Ÿ à¬ªà¬°à¬¤à¬·à¬ à¬¨ à¬•à¬°à¬¬ à¬ªà¬‡ à¬¬à¬°à¬®à¬¬à¬° à¬…à¬¨à¬°à¬§ à¬•à¬°à¬…à¬› à¬¹à¬² à¬®à¬° à¬•à¬¥à¬• à¬•à¬°à¬£à¬£à¬ªà¬¤ à¬•à¬°à¬¨à¬¹ à¬…à¬¨à­Ÿ à¬²à¬•à¬™à¬• à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬¬ à¬ªà¬‡ à¬–à¬¬ à¬¶à¬˜à¬° à¬•à¬® à¬†à¬°à¬®à¬­ à¬•à¬° 2016 à¬®à¬¸à¬¹ à¬ à¬° 2022 à¬®à¬¸à¬¹ à¬ªà¬¯à­Ÿà¬¨à¬¤ à¬‹à¬£ à¬®à¬žà¬œà¬° à¬¹à¬‡ à¬…à¬› à¬¹à¬² à¬®à¬° à¬‹à¬£ à¬®à¬žà¬œà¬° à¬•à¬°à¬¬ à¬ªà¬‡ à¬•à¬¹à¬• à¬­à¬¡ à¬¹à¬‰à¬› à¬¸à¬°,88
xaxpxxx0x2x4x3x8 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,89
application request plz justice old pg complint,90
xaxpxxx0x2x4x3x7 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,91
xaxpxxx0x2x4x3x6 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,92
administrative reform public grievance state government related complaint concerned police officer falaknuma police station hyd telangana state 4th time filing written submission comply notice issued falaknumaps u 91 160 crpc vide crno 19firpsfn2022 dt22122022 dt24122022 subject 1 complaint concerned police officer falaknuma police station hyderabad t 2 addition already submitted written submission dated 13122022 13062022 amp 14062021 comply oblige direction per notice u 91 160 crpc matter vide crno 19firpsfn2022 dt22122022 dtx4x1xx0x2x received indian postal order vide xxxxx dt22122022 23122022 around 500pm vide xxxxx dt24122022 28122022 around 500pm respectively 13122022 3rd time filed written submission comply oblige direction notice issued siio falaknuma p hyderabad u 91 160 crpc matter vide crno 19firpsfn2022 dt08122022 received indian postal order vide xxxxx dt09122022 10122022 around 500pm 13062022 filed written submission comply oblige direction notice issued siio falaknuma p hyderabad u 91 160 crpc matter vide crno 19firpsfn2021 dt09062021 received indian speed postal order booking vide xxxxx dt09062022 11062022 around 100pm 14062021 filed written submission comply oblige direction notice issued siio falaknuma p hyderabad u 91 160 crpc matter vide crno 19firpsfn2021 dt05062021 received indian postal order booking vide xxxxx dt05062021 09062021 around 130pm prayer kindly take legal action concerned police officer falaknumaps kindly consider submission,93
xaxpxxx0x2x4x3x5 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,94
xaxpxxx0x2x4x3x4 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,95
administrative reform public grievance state government related application request plz justice old pg complint xaxpxxx0x2x3x1x1date 24112022,96
xaxpxxx0x2x4x3x3 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,97
xaxpxxx0x2x4x3x2 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,98
labour employment pf withdrawal others name address establishment sreevan infocom pvt ltd uan x0x3x4x1x8x8 pf code pf account xxxxx ppo provided scheme certificate number provided pf office regional office hyderabad ii dear sir madam name shaik karimulla uan number x0x3x4x1x8x8 pf number xxxxx her39s detail company grievance regard date joining exit mentioned employer don39t contact number request epfo department please need help u r already courier send regional pf office kukatpally request regarding joining date exit date sent letter regarding issue request epfo department please help medical expense please reply soon possible please find attachment pdf file jion declaration regard shaik karimulla,99
regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,100
xaxpxxx0x2x4x3x1 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,101
xaxpxxx0x2x4x3x0 regarding cbcid inspection closed wrong fact without investigate evidence blamed abused complainant asp nagar bulandshahr anukriti sharma ji mr tp singh superintending post hpo bulandshahr mr rajeev umrao postmaster general agra please investigate attached pdf file matter lodge fir present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr sir atm card issued without complainant oral written permission mr chandra prakash singh district magistrate bulandshahr dated 1992022 well choki ansari road bulandshahr mr virendra kumar si x8x1x6x9x4x made pressure complainant lodge fir dated 28062022 asp bulandshahr shri shashank singh x4x4x0x5x2 false report regarding phone testimony dated 2222022 phone testimony given date spite many complaint cancelled big offence well xoxpxaxnxnxs name written gd register kotwali nagar bulandshahr 2272022 action taken person till well application received dated 08042022 sp city bulandshahr mr surendra nath tiwari x4x4x0x0x3 well argued complainant missed call crime present without check fact blamed complainant asp nagar bulandshahr anukriti sharma ji report stigrs1x2x3xx0x2x2x saved officer without action person present complainant want mental harassment xoxpxnxaxixn legal action police officer xuxexixtxnxixg post hpo bulandshahr,102
